gene_name,789,66,151,405,115,1754,492,709,637,794,276,250,12,R29425B,R34914A,Rou7776B,Rou6223B,R9288,14501,21868
RP11-259O2.1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,4,0,3,0,0,0
RP11-259O2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-259O2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-24P24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSINCT5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-129I19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRX2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
C5orf38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-692C23.1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
RP11-468D11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-35O7.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LINC01377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LINC02162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRX1,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2012M11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2287N17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2383I20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-445O3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-445O3.2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
RP11-445O3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2318H23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2161F6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2046I8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2247C11.2,4,12,2,0,0,4,0,0,0,0,8,0,4,3,6,0,3,0,2,2
CTD-2247C11.1,2,3,8,2,1,9,4,10,9,0,12,6,6,0,18,0,7,0,0,0
LINC01020,37,28,12,4,12,20,11,24,42,2,41,15,54,10,51,2,39,4,6,8
CTD-2247C11.4,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2
LINC02121,7,0,5,0,8,0,6,0,3,1,0,0,5,3,0,0,8,0,0,0
RN7SKP73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2297D10.2,6,10,7,2,2,18,4,0,97,0,10,0,95,3,92,28,8,6,0,28
ADAMTS16,20,173,30,11,30,39,39,2,258,21,34,0,388,22,228,56,51,18,22,56
CTD-2297D10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG3P1,6,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2
RP11-531A21.6,65,70,51,13,52,72,43,31,39,26,47,18,94,38,84,30,99,58,31,28
MTCO1P30,0,0,2,0,3,3,4,2,6,2,1,0,20,2,0,4,0,10,1,0
MTCO2P30,2,0,0,5,1,2,2,2,0,0,0,0,1,1,2,0,0,14,5,0
MTCO1P31,0,10,0,5,0,2,2,1,0,2,0,0,7,1,0,0,6,2,4,2
ICE1,3976,1738,3420,2447,2580,3653,3596,2073,2007,2152,2150,2905,3468,1962,2872,2683,5632,4296,2592,2951
CTD-2350M8.1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
CTC-471C19.1,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
CTC-471C19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2299N12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMGB3P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02145,8,0,0,2,10,4,2,8,0,2,0,0,12,6,6,2,8,7,0,2
MED10,2283,1134,1537,1578,2212,1968,1662,1289,1565,1472,1352,1583,2052,1570,2776,1607,2846,2091,1215,1628
RP11-810C16.2,14,7,2,6,14,2,8,8,6,4,4,2,6,11,18,12,13,11,6,2
UBE2QL1,184,123,106,167,79,397,146,10,236,107,284,34,305,222,345,221,204,114,143,280
CTD-2195M18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01018,5,2,5,5,20,3,12,8,1,5,1,2,4,2,7,8,0,5,3,14
NSUN2,6708,2894,5580,4586,4274,6408,6223,3222,3387,4482,4197,5492,6119,3741,4507,3914,7854,7807,3978,5174
SRD5A1,932,698,943,906,950,1767,709,574,639,1036,1247,941,1255,872,1113,1051,1552,984,735,1213
LINC02102,4,2,12,2,0,8,16,2,6,2,10,0,2,0,2,5,7,6,8,2
TENT4A,3101,1534,1962,3412,4780,8118,2622,3387,2285,3465,3564,2664,5567,3225,4618,4433,3669,4597,2981,4674
LINC02236,4,16,22,0,0,2,5,6,10,0,0,0,0,0,2,0,20,8,2,2
RP11-332J15.4,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
MIR4278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02196,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
RN7SKP79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-332J15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2159L10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-122F24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metazoa_SRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-404K5.5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
RP11-404K5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-404K5.1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0
RP11-404K5.2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
CTD-2296D1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02123,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2296D1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2296D1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCY2,16,2,8,8,14,0,0,1,26,2,11,6,30,2,0,5,4,0,2,0
RP11-711G10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5orf49,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,1
MTRR,2250,735,2485,1499,1571,2698,2152,1209,1440,1227,1314,1708,2147,1702,2414,1906,2693,2289,1587,2073
FASTKD3,674,252,773,527,579,844,813,413,422,574,405,670,646,474,583,588,846,848,497,624
CTD-2072I24.1,1,0,0,0,0,7,1,0,7,0,0,2,5,0,0,0,1,0,2,0
RNU1-76P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-731L3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-334G8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-215I16.2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-215I16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-215I16.3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-480D4.2,21,0,6,10,0,0,12,0,0,2,13,10,10,0,0,4,4,26,5,0
RP11-480D4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-480D4.6,32,0,32,11,0,15,4,0,14,2,9,1,11,2,4,0,7,4,25,0
MIR4458HG,323,0,170,106,0,126,110,126,44,42,97,142,275,98,46,28,223,458,103,0
RP11-480D4.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-480D4.7,6,0,4,2,0,2,4,6,4,2,2,0,4,4,0,0,0,16,4,0
MIR4458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-417J1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-417J1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-417J1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MTND6P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTCYBP37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-417J1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-417J1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-417J1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-315A16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-315A16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-315A16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-315A16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02199,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
RP11-143A12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2215L10.1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEMA5A,149,16,118,128,49,295,30,0,65,52,2,80,14,0,20,1,54,33,48,43
MIR4636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2201E9.4,0,0,0,0,0,2,0,0,4,0,0,3,0,0,0,0,9,0,6,0
CTD-2201E9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEMA5A-AS1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
CTD-2201E9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNHG18,54,0,13,2,7,26,4,0,24,8,2,8,30,0,10,2,12,6,4,20
SNORD123,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
CTD-2001E22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAS2R1,1,0,0,0,0,4,0,0,6,0,0,2,0,0,0,0,0,0,0,0
LINC02112,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
RNA5SP177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2105K20.1,0,0,0,0,2,8,0,0,0,0,0,2,3,0,0,0,0,0,0,0
LINC02221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-191F9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-191F9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-191F9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-191F9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2199O4.1,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
CTD-2199O4.4,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
CTD-2199O4.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2199O4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
CTD-2199O4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2199O4.6,0,4,2,6,0,3,6,2,2,4,0,2,0,1,2,6,6,1,6,7
ATPSCKMT,301,240,495,263,207,324,574,170,203,299,148,446,264,190,193,171,432,432,409,358
CTD-2256P15.1,9,2,0,2,0,4,0,2,0,2,6,0,0,0,13,5,4,12,2,0
CCT5,11102,5291,11638,6239,5633,9668,11829,4762,4403,7247,7089,11692,8916,6991,7003,6390,13011,9513,6574,7788
CTD-2256P15.4,0,0,4,0,1,1,0,1,0,1,2,0,2,0,2,0,6,0,1,0
CTD-2256P15.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMBL,469,1302,1502,739,913,489,1077,256,1002,544,420,276,599,148,709,278,1187,847,1205,355
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2256P15.3,0,1,1,1,0,1,0,0,0,0,0,2,0,0,0,0,4,6,0,0
CTD-2256P15.2,42,60,41,41,8,26,42,16,20,26,25,17,12,16,26,18,42,53,46,20
MARCHF6,11622,3974,5980,8904,10241,13232,6418,7943,8648,6858,5638,4131,10790,6711,14320,9474,10291,17911,8236,6515
ROPN1L-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROPN1L,0,0,2,0,0,0,2,0,0,0,0,3,0,0,0,2,0,0,2,0
MIR6131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01513,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL30P7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RP11-1C1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-54F2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-54F2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD33B,8294,6107,7047,3966,4887,7827,6780,5000,3462,3373,3310,4357,6002,5108,4826,5179,13987,12149,5776,6486
ANKRD33B-AS1,1,8,2,0,4,2,0,0,4,0,0,0,0,0,5,20,2,11,1,0
RP11-54F2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-215G15.4,0,0,0,0,3,0,0,0,2,0,0,0,0,2,0,0,0,2,1,0
CTD-2154B17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2154B17.2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
DAP,7306,6657,6535,4119,2975,5690,5357,4040,4866,5225,3103,3763,4657,5147,8463,4559,8189,5326,5345,4747
DAP-DT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
CTD-2154B17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTNND2,99,19,27,6,16,29,16,4,55,14,52,6,22,12,24,0,84,0,4,9
RNU6-429P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-679P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-308B16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-419C19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-419C19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02220,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-305H11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS23P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NENFP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-232H10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAH5,0,0,12,2,0,6,8,2,0,1,4,6,0,4,0,0,2,4,14,3
CTB-51A17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIO,8855,3796,4900,5238,9951,15501,4711,7703,5075,4527,7801,3958,6230,4753,9319,8869,6939,14261,6308,6771
CTC-250P22.2,2,0,0,0,15,6,0,0,0,0,0,0,0,0,6,3,0,2,8,4
OTULINL,19,16,71,4,31,22,36,33,58,28,10,16,18,10,101,1,97,18,31,20
CTD-2165H16.3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
CCT6P2,1,0,2,2,0,2,1,0,0,2,0,1,1,2,1,0,2,0,0,1
EEF1A1P13,98,30,27,42,47,66,46,51,49,58,40,37,56,51,69,55,82,65,46,41
OTULIN-DT,22,18,46,38,35,18,43,18,71,38,17,40,46,29,48,40,100,76,60,71
OTULIN,4935,2197,2889,2909,3848,4002,3450,2806,2467,2540,3025,2564,4907,3129,5195,3529,5016,4921,2689,2939
ANKH,1506,1575,340,740,936,848,929,1175,782,768,834,464,1748,969,2323,942,2306,2777,1144,1516
CTD-2335I23.3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,4,2,0
RBBP4P1,6,3,6,9,3,7,6,7,6,5,4,5,14,6,10,9,8,11,5,2
MIR4637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKH-DT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0
UQCRBP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
HNRNPKP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEPHS2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTB-40H15.5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
U8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARK2P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2313D3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2313D3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBXL7,0,0,0,6,0,0,1,0,0,4,0,0,2,0,0,0,0,4,2,0
CTD-2350J17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARCHF11,6,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
MARCHF11-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-19O2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NACAP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02150,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0
RP1-167G20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ZNF622,2095,1345,1667,1213,1584,2003,1859,1223,1240,1498,1385,1426,1893,1410,2047,1410,2336,1737,1008,1405
RETREG1,40,6,25,178,192,332,84,57,97,79,42,80,32,302,35,61,376,42,34,139
RP11-260E18.1,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,4,0,0,0
CTC-461F20.1,0,0,0,0,1,6,0,2,1,0,0,0,0,0,0,4,0,0,0,1
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYO10,25,4,83,4,10,39,28,0,8,31,8,37,12,12,0,23,14,20,6,24
RNA5SP179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS26P28,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2
RNU6-660P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BASP1,11265,15866,3052,5518,8960,9090,9474,1823,6049,3849,2339,3016,8415,10584,16332,5795,27415,5102,10083,3601
BASP1-AS1,0,8,4,0,3,4,6,0,1,6,0,0,2,12,14,2,12,0,0,0
CTD-2228A4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCAF13P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1003P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2139B15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FTH1P10,21,5,2,5,3,11,9,3,5,1,4,6,6,6,6,1,3,3,0,2
CTD-2139B15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2139B15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02217,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
LINC02218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H3Y2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-321E2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAF11L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H3P17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H3P18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAF11L3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAF11L4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAF11L5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAF11L6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAF11L7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-432M8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAF11L8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAF11L9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAF11L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-432M8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-432M8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAF11L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
TAF11L12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H3P19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H3P20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H3P21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAF11L13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAF11L14,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
RP11-432M8.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-432M8.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-432M8.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
RP11-432M8.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H3Y1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0
RP11-432M8.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H3P22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02223,2,10,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0
RPL36AP21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL58P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02100,15,10,25,39,58,26,25,18,41,26,53,22,19,8,16,15,27,32,15,31
UBE2V1P12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2151L9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-81B23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metazoa_SRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-124N3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-124N3.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL32P14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSPD1P15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CDH18,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-61K20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
